이름,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR
김범수,55,0,0,3,4,4,0,7,48.1,33,31,223,52,8,0,7,29,0,1,54,0,8,5.77,5.34,1.68,91.8,100.3,0.37
권혁,16,0,0,0,1,1,0,3,11.0,6,6,44,9,1,0,2,4,0,0,11,0,1,4.91,5.29,1.18,107.9,101.5,0.23
서균,56,0,0,0,1,1,1,10,37.1,26,24,168,39,3,0,7,16,0,7,22,0,3,5.79,6.94,1.47,91.6,76.8,0.21
윤규진,18,0,0,17,2,6,0,0,84.0,63,55,381,99,22,2,14,30,0,6,81,0,3,5.89,5.36,1.54,89.9,100.0,0.18
송창식,12,0,0,0,1,0,0,1,12.2,7,7,58,15,4,0,2,4,0,1,8,0,3,4.97,5.81,1.50,106.5,91.8,0.18
김종수,3,0,0,0,0,0,0,0,5.0,1,1,18,3,0,0,1,0,0,0,1,0,0,1.80,6.03,0.60,294.4,88.3,0.17
임준섭,10,0,0,0,1,0,0,0,8.1,4,4,34,8,2,0,1,6,0,1,6,0,0,4.32,6.47,1.68,122.7,82.2,0.16
김진욱,3,0,0,1,0,0,0,0,5.2,4,4,30,6,0,0,0,3,0,3,4,0,0,6.35,5.60,1.59,83.4,94.0,0.02
강승현,2,0,0,0,0,0,0,0,1.2,1,1,8,3,0,0,1,0,0,0,2,0,2,5.40,9.23,1.80,98.1,59.3,0.02
배영수,11,0,0,11,2,3,0,0,55.2,42,41,251,69,16,4,6,15,1,6,47,1,0,6.63,4.62,1.51,79.9,115.2,-0.03
이동걸,1,0,0,0,0,0,0,0,2.0,4,4,11,5,2,0,1,0,0,0,2,0,0,18.00,8.33,2.50,29.4,65.4,-0.08
김민우,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,6.33,1.75,81.2,84.5,-0.11
김경태,3,0,0,0,0,0,0,0,2.2,5,5,17,4,0,0,2,5,0,0,2,0,2,16.88,17.71,3.38,31.4,30.4,-0.13
김진영,4,0,0,2,0,0,0,0,11.1,10,10,49,13,0,0,1,4,0,0,9,0,0,7.94,4.45,1.50,66.7,119.4,-0.13
채드벨,29,0,0,29,11,10,0,0,177.1,73,69,749,169,33,2,14,63,0,10,134,1,8,3.50,4.15,1.31,118.3,100.4,4.45
서폴드,31,0,0,31,12,11,0,0,192.1,84,75,810,191,28,4,8,54,1,8,135,0,8,3.51,3.49,1.27,118.0,119.5,4.18
정우람,57,0,0,0,4,3,26,0,58.1,11,10,237,57,8,0,4,16,4,1,48,1,2,1.54,3.32,1.25,268.5,125.4,3.81
안영명,67,0,0,0,4,7,0,13,62.0,27,27,273,82,14,1,5,13,0,3,48,1,2,3.92,3.68,1.53,105.7,113.1,1.19
박상원,61,0,0,0,1,4,0,12,59.0,29,26,256,52,6,0,5,28,1,5,39,0,1,3.97,4.81,1.36,104.4,86.8,0.80
김진영,6,0,0,5,0,4,0,0,26.2,12,12,117,27,6,0,1,16,0,1,14,0,0,4.05,4.75,1.61,102.3,88.2,0.56
신정락,21,0,0,0,4,0,0,1,25.2,11,9,109,21,4,0,2,12,0,2,16,0,0,3.16,4.81,1.29,131.2,86.9,0.50
김이환,11,0,0,8,4,3,0,0,38.0,19,18,171,42,9,0,2,21,0,2,15,0,1,4.26,5.11,1.66,97.2,81.9,0.49
임준섭,34,0,0,6,1,3,0,1,49.1,30,23,230,56,14,1,1,28,0,1,26,0,6,4.20,4.38,1.70,98.7,96.0,0.17
김성훈,15,0,0,1,0,1,0,0,22.1,12,12,104,24,5,0,3,15,0,1,26,0,6,4.84,4.97,1.75,85.7,83.9,0.16
김경태,17,0,0,0,0,0,0,0,11.0,5,5,54,14,4,0,0,8,0,0,10,0,2,4.09,3.77,2.00,101.2,111.9,0.16
장민재,26,1,0,22,6,8,0,0,119.1,76,72,526,150,25,1,14,27,0,6,103,0,3,5.43,4.03,1.48,76.3,103.0,0.14
박윤철,15,0,0,3,0,1,0,0,30.0,19,17,145,22,3,0,4,30,0,3,21,0,2,5.10,7.04,1.73,81.2,59.5,0.13
김진욱,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,1,0,1,0,0,0,0.00,9.40,1.00,,44.2,0.04
송창현,3,0,0,2,0,1,0,0,12.2,9,9,57,15,1,0,4,4,0,0,5,0,0,6.39,7.67,1.50,64.8,54.2,0.02
황영국,6,0,0,0,0,0,0,0,4.0,3,3,20,8,0,0,2,1,0,0,6,0,0,6.75,7.65,2.25,61.4,53.8,-0.02
김종수,35,0,0,0,2,0,0,0,31.0,21,20,148,30,4,0,4,33,0,1,28,0,2,5.81,6.56,2.03,71.3,63.8,-0.09
윤규진,3,0,0,0,0,0,0,0,4.1,5,5,20,6,2,1,0,1,0,0,1,0,0,10.38,3.63,1.62,39.9,115.4,-0.10
송은범,37,0,0,0,0,3,1,4,35.0,22,20,159,44,2,1,4,13,2,1,15,0,3,5.14,5.06,1.63,80.5,82.4,-0.10
송창식,1,0,0,0,0,0,0,0,0.1,2,2,4,3,1,0,0,0,0,0,1,0,0,54.00,-2.60,9.00,7.7,-163.5,-0.16
이충호,1,0,0,0,0,0,0,0,1.0,5,5,10,6,3,0,1,1,0,0,0,0,1,45.00,19.40,7.00,9.2,21.4,-0.16
윤호솔,3,0,0,0,0,0,0,0,3.2,7,7,22,8,1,0,1,3,0,0,2,0,0,17.18,8.31,3.00,24.1,50.2,-0.20
서균,7,0,0,0,0,0,0,0,4.1,8,7,27,10,4,0,0,3,0,0,3,0,0,14.54,4.09,3.00,28.5,102.9,-0.27
김범수,45,0,0,16,5,9,1,1,103.0,70,65,485,115,19,3,15,61,1,10,85,0,9,5.68,5.68,1.71,72.9,73.3,-0.30
이태양,55,0,0,1,1,6,0,10,66.2,44,43,283,74,11,2,8,13,0,3,64,0,4,5.81,3.76,1.31,71.4,110.2,-0.40
김민우,26,0,0,25,5,10,0,0,132.2,72,64,593,121,16,1,15,72,3,7,124,2,10,4.34,4.88,1.46,109.3,98.2,2.33
윤대경,55,0,0,0,5,0,0,7,51.0,16,9,225,48,7,0,3,25,3,3,42,0,1,1.59,4.14,1.43,298.9,115.3,2.17
강재민,50,0,0,0,1,2,1,14,49.0,16,14,203,41,5,0,3,18,1,0,57,1,2,2.57,3.07,1.20,184.6,155.9,1.96
장시환,26,0,0,26,4,14,0,0,132.2,81,74,603,139,27,1,15,74,0,8,115,0,10,5.02,5.15,1.61,94.6,93.1,1.42
서폴드,28,1,1,28,10,13,0,0,165.0,107,90,734,203,30,3,19,42,0,13,97,0,10,4.91,4.88,1.49,96.7,98.2,1.33
김진영,58,0,0,0,3,3,0,8,54.0,26,20,231,48,4,0,6,22,0,3,56,0,5,3.33,4.32,1.30,142.4,111.0,1.31
정우람,50,0,0,0,3,5,16,0,54.1,29,29,230,58,11,1,4,12,1,5,53,0,2,4.80,3.45,1.29,98.8,138.5,1.21
박상원,62,0,0,0,1,0,1,10,58.0,35,30,256,62,14,1,8,20,4,4,52,1,2,4.66,4.59,1.41,102.0,104.2,0.73
김범수,24,0,0,8,3,6,0,0,55.0,34,32,259,55,11,2,9,42,3,3,55,0,1,5.24,5.97,1.76,90.7,80.2,0.65
송윤준,26,0,0,0,0,0,0,1,23.0,11,11,106,23,7,0,1,13,0,1,16,0,3,4.30,4.56,1.57,110.3,105.1,0.44
서균,7,0,0,0,0,0,0,0,7.1,0,0,34,7,0,0,0,6,0,1,1,0,0,0.00,6.15,1.77,,77.9,0.35
문동욱,19,0,0,0,0,1,1,1,18.0,10,9,83,12,2,0,2,17,1,2,9,0,2,4.50,7.00,1.61,105.5,68.5,0.31
김진욱,22,0,0,6,3,4,1,0,44.2,29,28,206,50,12,1,9,25,0,5,29,0,3,5.64,6.89,1.68,84.1,69.6,0.30
김종수,54,0,0,0,1,1,1,7,50.0,34,33,228,54,11,3,6,26,1,3,43,0,4,5.94,5.08,1.60,79.9,94.4,0.30
안영명,39,0,0,0,1,1,0,1,45.2,32,30,201,51,8,1,9,18,1,2,34,0,0,5.91,5.88,1.51,80.3,81.6,0.27
장웅정,2,0,0,2,0,1,0,0,7.2,3,3,35,7,1,0,0,6,0,0,5,0,1,3.52,4.60,1.70,134.8,104.3,0.25
채드벨,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,5.96,5.18,1.56,79.6,92.5,0.18
이현호,16,0,0,0,0,2,0,0,15.1,12,11,75,18,0,0,4,10,0,1,15,1,3,6.46,7.14,1.83,73.5,67.2,0.02
이태양,7,0,0,0,0,0,0,0,8.2,7,7,39,11,2,1,1,5,1,0,8,0,1,7.27,4.59,1.85,65.3,104.1,-0.01
노시환,1,0,0,0,0,0,0,0,1.0,2,2,5,1,0,0,1,0,0,1,0,0,0,18.00,19.56,1.00,26.4,24.6,-0.05
윤규진,2,0,0,0,0,0,0,0,3.2,5,3,19,7,0,0,1,1,0,0,4,0,0,7.36,5.74,2.18,64.5,83.7,-0.10
한승주,1,0,0,1,0,0,0,0,1.2,3,3,10,3,0,0,1,2,0,0,2,0,0,16.20,12.56,3.00,29.3,38.3,-0.14
김이환,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,6.32,1.84,69.6,75.9,-0.16
신정락,16,0,0,0,0,1,0,0,12.0,12,12,57,15,3,1,2,7,0,2,14,0,2,9.00,5.64,1.83,52.7,84.9,-0.17
김기탁,5,0,0,0,0,0,0,0,7.0,10,7,40,13,4,0,1,5,0,0,3,0,0,9.00,6.70,2.57,52.7,71.7,-0.18
신재영,30,0,0,30,15,7,0,0,168.2,76,73,718,192,35,6,19,21,0,11,99,1,2,3.90,4.65,1.26,134.8,111.3,5.08
김세현,62,0,0,0,2,0,36,0,62.1,19,18,254,66,7,2,2,7,0,0,50,0,4,2.60,2.94,1.17,202.1,177.0,2.99
밴헤켄,12,0,0,12,7,3,0,0,72.0,29,27,287,55,14,0,10,19,0,5,81,0,1,3.38,4.35,1.03,155.6,119.4,2.67
피어밴드,19,0,0,19,5,7,0,0,110.2,60,57,489,139,22,1,18,28,0,4,82,0,3,4.64,5.29,1.51,113.3,97.8,2.38
코엘로,12,0,0,12,6,5,0,0,62.0,29,26,271,50,7,0,6,42,0,2,46,0,0,3.77,5.70,1.48,139.1,91.0,1.75
김상수,67,0,0,0,6,5,0,21,74.0,40,38,331,77,14,4,6,34,2,1,76,0,2,4.62,4.13,1.50,113.6,125.7,1.42
맥그레거,14,0,0,14,6,3,0,0,90.0,56,52,385,108,17,0,13,20,0,2,61,1,3,5.20,5.05,1.42,101.0,102.5,1.36
마정길,61,0,0,0,6,1,0,12,63.2,33,29,282,61,16,2,10,34,0,4,52,0,1,4.10,5.99,1.49,128.1,86.4,1.16
오주원,55,0,0,0,3,2,2,7,51.0,25,25,220,50,7,1,3,17,0,4,40,0,0,4.41,4.22,1.31,119.0,122.9,1.09
이보근,67,0,0,0,5,7,0,25,64.2,36,32,290,69,13,3,3,27,1,6,56,0,5,4.45,4.15,1.49,117.9,125.2,1.06
하영민,11,0,0,1,1,1,0,1,28.2,12,10,121,33,11,1,2,9,0,2,15,0,1,3.14,4.80,1.47,167.3,107.9,0.69
박주현,30,0,0,23,7,5,0,0,119.0,89,84,538,153,28,1,19,37,0,8,71,1,5,6.35,5.81,1.60,82.7,89.0,0.61
김정훈,34,0,0,4,1,5,0,0,63.1,44,37,288,71,7,2,9,29,0,6,28,0,5,5.26,6.41,1.58,99.9,80.6,0.50
황덕균,7,0,0,0,1,0,0,0,16.1,6,6,68,13,2,0,3,7,0,1,3,0,0,3.31,7.28,1.22,158.8,70.9,0.44
금민철,14,0,0,2,1,1,0,0,26.1,16,15,125,36,4,1,2,9,0,1,16,0,2,5.13,4.70,1.71,102.4,110.2,0.25
정용준,5,0,0,0,0,0,0,0,9.0,5,4,40,8,1,1,1,5,0,0,3,0,1,4.00,6.24,1.44,131.3,82.9,0.14
김정인,2,0,0,1,0,0,0,0,2.0,0,0,13,3,0,0,0,3,0,1,1,0,0,0.00,8.79,3.00,,59.0,0.11
박종윤,1,0,0,1,0,0,0,0,2.0,1,1,13,5,0,0,0,2,0,0,0,0,0,4.50,6.79,3.50,116.7,76.3,0.05
정회찬,11,0,0,0,0,0,0,0,9.2,7,7,47,8,2,0,0,9,0,2,2,0,1,6.52,6.79,1.76,80.6,76.3,0.04
김윤환,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,1,0,0,0,0,0,0.00,6.79,1.00,,76.3,0.04
유재훈,1,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,1,0,2,0.00,15.79,6.00,,,0.01
이정훈,15,0,0,0,0,3,0,1,18.0,14,14,87,32,3,0,3,5,0,0,8,0,5,7.00,5.90,2.06,75.0,87.5,-0.03
강윤구,1,0,0,1,0,0,0,0,1.0,2,2,5,1,0,0,1,1,0,0,0,0,0,18.00,19.79,2.00,29.2,26.0,-0.09
최원태,17,0,0,11,2,3,0,0,61.0,51,49,293,89,11,1,6,23,0,6,42,0,4,7.23,5.12,1.84,72.6,101.2,-0.32
박정준,7,0,0,0,0,0,0,0,4.2,10,10,29,8,2,0,0,6,0,1,3,0,1,19.29,7.01,3.00,27.2,74.0,-0.32
최원태,25,0,0,25,11,7,0,0,149.1,76,74,637,161,24,3,19,34,0,12,126,1,5,4.46,4.63,1.31,111.5,105.6,3.42
밴헤켄,24,0,0,24,8,7,0,0,138.1,68,58,591,140,24,1,13,42,0,2,139,0,4,3.77,3.90,1.32,131.8,125.7,3.31
브리검,24,0,0,24,10,6,0,0,144.0,77,70,619,166,21,4,17,26,0,13,98,0,8,4.38,4.72,1.33,113.7,103.6,2.77
신재영,34,1,1,15,6,7,1,2,125.0,68,63,537,137,31,2,14,25,1,16,75,0,1,4.54,4.95,1.30,109.6,99.0,2.36
김상수,60,0,0,0,0,7,15,9,61.1,29,26,262,59,9,0,8,22,5,3,62,1,5,3.82,4.39,1.32,130.4,111.0,1.85
한현희,38,0,0,13,5,6,5,5,106.2,61,53,457,105,22,2,14,17,0,17,79,0,3,4.47,4.92,1.14,111.2,99.3,1.74
오주원,57,0,0,3,2,7,1,18,73.2,44,39,329,96,22,1,10,15,1,2,56,0,6,4.76,4.63,1.51,104.4,105.2,1.03
하영민,28,0,0,2,1,1,0,1,45.1,24,24,206,49,11,1,5,30,2,1,23,0,4,4.76,6.07,1.74,104.4,81.1,0.98
김성민,23,1,0,15,4,3,0,0,76.0,45,40,352,88,19,1,9,33,0,7,63,0,1,4.74,5.20,1.59,105.0,94.5,0.88
이보근,55,0,0,0,6,2,6,18,52.2,32,32,236,62,9,0,9,17,0,0,58,0,2,5.47,4.72,1.50,90.9,102.7,0.72
조상우,13,0,0,7,5,3,0,2,44.1,25,24,198,53,13,0,3,15,0,1,45,0,0,4.87,3.67,1.53,102.1,134.5,0.62
윤영삼,28,0,0,2,1,4,1,0,49.2,31,31,229,67,13,2,8,17,0,0,46,0,5,5.62,5.00,1.69,88.5,97.3,0.48
정대현,5,0,0,2,1,1,0,0,13.0,8,8,55,15,6,0,2,4,0,1,6,0,1,5.54,5.97,1.46,89.8,81.9,0.13
이영준,10,0,0,0,1,0,0,0,8.1,5,5,43,10,1,0,0,4,0,2,4,0,0,5.40,4.94,1.68,92.1,101.6,0.13
박승주,1,0,0,0,0,0,1,0,3.0,1,1,12,0,0,0,0,3,0,1,0,0,1,3.00,7.74,1.00,165.8,64.9,0.08
김정인,13,0,0,1,0,0,0,0,13.2,10,9,65,19,7,0,0,4,0,1,13,0,1,5.93,2.93,1.68,83.9,171.3,0.05
금민철,36,0,0,7,4,4,0,3,54.0,40,38,269,81,14,1,3,33,0,3,42,0,2,6.33,4.90,2.11,78.5,101.4,0.05
손동욱,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,1,0,0,1,0,0,0.00,4.74,1.00,,106.5,0.04
박종윤,1,0,0,0,0,0,0,0,4.0,3,3,19,4,0,0,0,4,0,0,2,0,0,6.75,5.74,2.00,73.7,87.7,0.03
김해수,1,0,0,0,0,0,0,0,1.0,1,1,7,1,0,0,0,1,0,2,1,0,0,9.00,10.74,2.00,55.3,46.8,-0.01
김홍빈,3,0,0,0,0,0,0,0,7.1,7,6,38,15,5,0,0,1,0,3,4,0,0,7.36,4.28,2.18,67.5,116.8,-0.02
박정준,4,0,0,0,0,0,0,0,4.2,5,5,22,6,0,0,1,1,0,2,4,0,1,9.64,6.74,1.50,51.6,72.2,-0.06
양훈,7,0,0,2,2,1,0,1,16.1,13,13,76,24,7,0,1,5,0,2,5,0,0,7.16,5.20,1.78,69.4,95.1,-0.08
김세현,27,0,0,0,1,3,10,7,29.0,22,22,138,42,6,1,2,11,0,1,26,0,2,6.83,4.08,1.83,72.8,121.1,-0.18
마정길,7,0,0,0,0,0,0,0,10.1,12,12,51,14,4,1,3,4,0,1,7,0,0,10.45,7.61,1.74,47.6,63.6,-0.19
브리검,31,2,1,30,11,7,0,1,199.0,89,85,829,188,28,3,19,50,0,19,175,0,4,3.84,4.36,1.20,134.1,117.4,5.80
최원태,23,1,0,23,13,7,0,0,134.1,62,59,577,144,28,0,8,35,0,11,101,0,3,3.95,4.13,1.33,130.4,124.5,3.68
한현희,30,0,0,28,11,7,0,0,169.0,98,90,756,208,42,3,22,49,0,20,105,0,6,4.79,5.51,1.52,107.5,92.8,2.84
로저스,13,1,0,13,5,4,0,0,83.0,40,35,345,89,7,4,7,16,0,5,65,0,8,3.80,4.12,1.27,135.8,124.2,1.97
양현,33,0,0,0,1,1,0,5,32.2,13,13,132,31,3,0,4,13,0,1,20,0,0,3.58,5.49,1.35,143.9,93.3,1.02
김상수,58,0,0,0,2,3,18,14,55.2,32,32,239,53,10,0,9,23,2,1,68,0,6,5.17,4.68,1.37,99.6,108.5,0.98
해커,14,0,0,13,5,3,0,0,79.2,49,46,349,86,16,0,16,30,0,5,56,1,2,5.20,6.36,1.46,99.2,80.0,0.94
이보근,64,0,0,0,7,6,0,24,61.0,36,29,263,66,10,2,6,14,1,4,54,0,2,4.28,4.18,1.31,120.4,122.3,0.92
이승호,32,0,0,4,1,3,0,4,45.0,28,28,203,44,9,0,8,22,1,5,38,0,8,5.60,6.19,1.47,92.0,82.3,0.55
윤영삼,22,0,0,0,1,0,2,0,29.2,18,16,127,31,7,0,2,8,1,1,32,0,1,4.85,3.36,1.32,106.2,152.4,0.36
김태훈,33,0,0,3,2,2,2,1,47.2,33,32,218,61,12,1,10,18,0,4,36,0,2,6.04,6.43,1.66,85.3,79.0,0.35
조상우,18,0,0,0,1,2,9,0,19.0,11,8,78,16,4,1,1,6,0,2,23,0,0,3.79,3.36,1.16,136.0,152.7,0.28
이상민,4,0,0,0,0,0,0,0,4.2,0,0,16,3,1,0,0,1,0,0,2,0,0,0.00,3.62,0.86,,143.6,0.22
오주원,61,0,0,0,3,6,1,15,52.1,37,36,226,61,11,0,8,13,3,1,36,0,1,6.19,5.08,1.41,83.2,100.3,0.14
문성현,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,1,0,0,0.00,4.83,2.00,,107.6,0.04
박정준,2,0,0,0,0,0,0,0,2.0,1,0,10,0,0,0,0,1,0,2,2,1,0,0.00,6.33,0.50,,81.6,0.03
김성민,46,0,0,1,2,1,0,5,48.0,38,33,226,61,11,1,6,21,2,3,45,0,4,6.19,4.96,1.71,83.3,103.0,-0.07
조성운,25,0,0,0,0,0,0,0,26.2,24,22,128,35,6,1,6,13,0,0,25,0,3,7.43,6.35,1.80,69.4,80.0,-0.09
김정인,2,0,0,2,0,1,0,0,7.1,7,7,39,14,2,0,1,3,0,1,4,0,0,8.59,6.15,2.32,60.0,83.2,-0.10
서의태,1,0,0,0,0,0,0,0,0.2,4,4,6,1,0,0,0,2,0,1,1,0,1,54.00,14.33,4.50,9.5,36.2,-0.12
이영준,2,0,0,0,0,0,0,0,2.0,5,5,15,6,3,0,0,3,0,0,2,0,0,22.50,6.33,4.50,22.9,82.2,-0.17
하영민,9,0,0,1,0,2,0,0,16.1,18,14,89,30,3,0,3,7,0,1,10,0,0,7.71,6.47,2.27,66.8,78.9,-0.32
안우진,20,0,0,5,2,4,0,1,41.1,35,33,198,46,5,0,6,28,0,3,46,2,5,7.19,5.74,1.79,71.7,88.9,-0.32
김선기,21,0,0,0,0,1,0,1,22.2,22,20,120,34,7,0,5,16,1,0,21,0,3,7.94,6.83,2.21,64.9,74.4,-0.33
신재영,26,0,0,21,8,9,0,1,101.1,80,76,452,133,27,2,31,23,2,8,53,0,0,6.75,7.62,1.54,76.3,66.4,-0.35
